accession,definition,organism,taxid,length
WP_018957987.1,glycerol kinase,Streptomyces sp. CNB091,1169156,505
WP_018959539.1,glycerol kinase,Streptomyces sp. CNB091,1169156,514
WP_018837884.1,glycerol kinase,Streptomyces sp. CNQ766,1169157,509
WP_017949585.1,glycerol kinase,Streptomyces sp. CNS615,1169158,506
WP_018891471.1,glycerol kinase,Streptomyces sp. CNT302,1169155,509
WP_018892410.1,glycerol kinase,Streptomyces sp. CNT302,1169155,506
WP_018849012.1,glycerol kinase,Streptomyces sp. CNT372,1169154,515
WP_018853120.1,glycerol kinase,Streptomyces sp. CNY243,1169161,509
WP_019766115.1,glycerol kinase,Streptomyces sp. DvalAA-19,1839761,514
WP_009187525.1,glycerol kinase,Streptomyces sp. e14,645465,506
WP_018090640.1,glycerol kinase,Streptomyces sp. FxanaC1,1157640,512
WP_019526448.1,glycerol kinase,Streptomyces sp. FxanaD5,1157639,503
WP_016434134.1,glycerol kinase,Streptomyces sp. HGB0020,1078086,503
WP_016434407.1,glycerol kinase,Streptomyces sp. HGB0020,1078086,512
WP_018534739.1,glycerol kinase,Streptomyces sp. HmicA12,1156844,505
WP_018535053.1,glycerol kinase,Streptomyces sp. HmicA12,1156844,512
WP_018549178.1,glycerol kinase,Streptomyces sp. LaPpAH-108,1155714,512
WP_008740764.1,glycerol kinase,Streptomyces sp. Mg1,465541,505
WP_008741932.1,glycerol kinase,Streptomyces sp. Mg1,465541,514
WP_018537171.1,glycerol kinase,Streptomyces sp. MspMP-M5,1155718,518
WP_018540069.1,glycerol kinase,Streptomyces sp. MspMP-M5,1155718,512
WP_015576504.1,glycerol kinase,Streptomyces sp. PAMC 26508,1265601,509
WP_018570128.1,glycerol kinase,Streptomyces sp. PsTaAH-124,1157638,508
WP_018515368.1,glycerol kinase,Streptomyces sp. ScaeMP-e10,1156841,514
WP_008748814.1,glycerol kinase,Streptomyces sp. SPB074,465543,516
WP_019324982.1,glycerol kinase,Streptomyces sp. TOR3209,1073567,508
WP_007449241.1,glycerol kinase,Streptomyces sp. W007,1055352,505
WP_007380598.1,glycerol kinase,Streptomyces sviceus,285530,503
WP_007380877.1,glycerol kinase,Streptomyces sviceus,285530,513
WP_007386238.1,glycerol kinase,Streptomyces sviceus,285530,505
WP_006350184.1,glycerol kinase,Streptomyces tsukubensis,83656,508
WP_015032458.1,glycerol kinase,Streptomyces venezuelae,54571,510
WP_014056810.1,glycerol kinase,Streptomyces violaceusniger,68280,505
WP_014057738.1,glycerol kinase GlpK,Streptomyces violaceusniger,68280,505
WP_014058203.1,glycerol kinase,Streptomyces violaceusniger,68280,501
WP_014058707.1,glycerol kinase,Streptomyces violaceusniger,68280,510
WP_014059525.1,glycerol kinase,Streptomyces violaceusniger,68280,515
WP_003988867.1,glycerol kinase,Streptomyces viridochromogenes,1938,504
WP_003989136.1,glycerol kinase,Streptomyces viridochromogenes,1938,512
WP_003996177.1,glycerol kinase,Streptomyces viridochromogenes,1938,504
WP_004002511.1,glycerol kinase,Streptomyces viridochromogenes,1938,512
WP_004002782.1,glycerol kinase,Streptomyces viridochromogenes,1938,503
WP_004984827.1,glycerol kinase,Streptomyces viridosporus,67581,505
WP_004990242.1,glycerol kinase,Streptomyces viridosporus,67581,512
WP_018383503.1,glycerol kinase,Streptomyces vitaminophilus,76728,515
WP_018385331.1,glycerol kinase,Streptomyces vitaminophilus,76728,501
WP_016905345.1,glycerol kinase,Streptomyces xiaopingdaonensis,1565415,507
WP_007495601.1,glycerol kinase,Streptomyces zinciresistens,1073330,513
WP_007497081.1,glycerol kinase,Streptomyces zinciresistens,1073330,503
WP_003981590.1,glycerol kinase,Streptomycetaceae,2062,513
WP_003986090.1,glycerol kinase,Streptomycetaceae,2062,509
WP_012889159.1,glycerol kinase,Streptosporangium roseum,2001,505
WP_012893895.1,glycerol kinase,Streptosporangium roseum,2001,505
WP_012893898.1,glycerol kinase,Streptosporangium roseum,2001,505
WP_007047763.1,glycerol kinase,Subdoligranulum variabile,214851,502
WP_020375468.1,glycerol kinase,Sulfobacillus thermosulfidooxidans,28034,502
WP_008543219.1,glycerol kinase,Sutterella parvirubra,437898,496
WP_005431022.1,glycerol kinase,Sutterella wadsworthensis,40545,497
WP_005435909.1,glycerol kinase,Sutterella wadsworthensis,40545,496
WP_016473516.1,glycerol kinase,Sutterella wadsworthensis,40545,497
WP_011195326.1,glycerol kinase,Symbiobacterium thermophilum,2734,498
WP_008712611.1,glycerol kinase,Synergistes sp. 3_1_syn1,457415,498
WP_013777682.1,glycerol kinase,Tepidanaerobacter acetatoxydans,499229,497
WP_013779254.1,glycerol kinase,Tepidanaerobacter acetatoxydans,499229,495
WP_020142023.1,glycerol kinase,Terracoccus sp. 273MFTsu3.1,1172188,508
WP_018590169.1,glycerol kinase,Terrisporobacter glycolicus,36841,501
WP_018592342.1,glycerol kinase,Terrisporobacter glycolicus,36841,509
WP_014125023.1,glycerol kinase,Tetragenococcus halophilus,51669,505
WP_010851484.1,glycerol kinase,Tetrasphaera elongata,101689,504
WP_004317056.1,glycerol kinase,Thauera,33057,497
WP_004364887.1,glycerol kinase,Thauera phenylacetica,164400,497
WP_002938242.1,glycerol kinase,Thauera sp. 27,305700,498
WP_013496048.1,glycerol kinase,Thermaerobacter marianensis,73919,499
WP_006903498.1,glycerol kinase,Thermaerobacter subterraneus,175696,499
WP_012870283.1,glycerol kinase,Thermanaerovibrio acidaminovorans,81462,509
WP_004400549.1,glycerol kinase,Thermoanaerobacter,1754,497
WP_009052782.1,glycerol kinase,Thermoanaerobacter,1754,497
WP_012269054.1,glycerol kinase,Thermoanaerobacter,1754,497
WP_003866562.1,glycerol kinase,Thermoanaerobacter ethanolicus,1757,497
WP_003871378.1,glycerol kinase,Thermoanaerobacter ethanolicus,1757,497
WP_012995763.1,glycerol kinase,Thermoanaerobacter italicus,108150,497
WP_013150703.1,glycerol kinase,Thermoanaerobacter mathranii,583357,497
WP_014063323.1,glycerol kinase,Thermoanaerobacter wiegelii,46354,497
WP_013297122.1,glycerol kinase,Thermoanaerobacterium thermosaccharolyticum,1517,496
WP_013787284.1,glycerol kinase,Thermoanaerobacterium xylanolyticum,29329,496
WP_015253496.1,glycerol kinase,Thermobacillus composti,377615,496
WP_012874426.1,glycerol kinase,Thermobaculum terrenum,166501,499
WP_011291234.1,glycerol kinase,Thermobifida fusca,2021,500
WP_012851581.1,glycerol kinase,Thermomonospora curvata,2020,505
WP_012056842.1,glycerol kinase,Thermosipho melanesiensis,46541,489
WP_008195110.1,glycerol kinase,Thermotoga,2335,496
WP_012896469.1,glycerol kinase,Thermotoga,2335,496
WP_010865340.1,glycerol kinase,Thermotoga maritima,2336,482
WP_015919556.1,glycerol kinase,Thermotoga neapolitana,2337,496
WP_011943837.1,glycerol kinase,Thermotoga petrophila,93929,496
WP_012311066.1,glycerol kinase,Thermotoga sp. RQ2,126740,496
WP_003045085.1,glycerol kinase,Thermus aquaticus,271,495
WP_018110932.1,glycerol kinase,Thermus igniterrae,88189,497
WP_016329086.1,glycerol kinase,Thermus oshimai,56957,502
WP_018461519.1,glycerol kinase,Thermus oshimai,56957,498
WP_015717797.1,glycerol kinase,Thermus scotoductus,37636,496
WP_019550270.1,glycerol kinase,Thermus scotoductus,37636,497
WP_014515127.1,glycerol kinase,Thermus sp. CCB_US3_UF1,1111069,494
WP_011229157.1,glycerol kinase,Thermus thermophilus,274,495
WP_014511174.1,glycerol kinase,Thermus thermophilus,274,496
WP_014630412.1,glycerol kinase,Thermus thermophilus,274,495
WP_017941822.1,glycerol kinase,Thioalkalivibrio,106633,506
WP_018139645.1,glycerol kinase,Thioalkalivibrio,106633,505
WP_018173948.1,glycerol kinase,Thioalkalivibrio,106633,505
WP_018648913.1,glycerol kinase,Thioalkalivibrio,106633,505
WP_018862340.1,glycerol kinase,Thioalkalivibrio,106633,505
WP_018866964.1,glycerol kinase,Thioalkalivibrio,106633,506
WP_018882042.1,glycerol kinase,Thioalkalivibrio,106633,506
WP_019024145.1,glycerol kinase,Thioalkalivibrio,106633,505
WP_019590311.1,glycerol kinase,Thioalkalivibrio,106633,500
WP_019624374.1,glycerol kinase,Thioalkalivibrio,106633,505
WP_018941103.1,glycerol kinase,Thioalkalivibrio sp. AKL11,545264,505
WP_018947823.1,glycerol kinase,Thioalkalivibrio sp. AKL17,1158160,501
WP_019570671.1,glycerol kinase,Thioalkalivibrio sp. ALE11,1265494,500
WP_019558077.1,glycerol kinase,Thioalkalivibrio sp. ALE12,1158170,506
WP_019583903.1,glycerol kinase,Thioalkalivibrio sp. ALE16,1158172,506
WP_019591333.1,glycerol kinase,Thioalkalivibrio sp. ALE20,545275,501
WP_018877452.1,glycerol kinase,Thioalkalivibrio sp. ALE28,1158179,506
WP_018880584.1,glycerol kinase,Thioalkalivibrio sp. ALE30,1158181,506
WP_018875542.1,glycerol kinase,Thioalkalivibrio sp. ALE31,1158182,506
WP_018880210.1,glycerol kinase,Thioalkalivibrio sp. ALE9,1158169,506
WP_018994226.1,glycerol kinase,Thioalkalivibrio sp. ALgr1,748655,505
WP_020146784.1,glycerol kinase,Thioalkalivibrio sp. ALJ15,748652,505
WP_018873033.1,glycerol kinase,Thioalkalivibrio sp. ALJ16,1158762,505
WP_018875139.1,glycerol kinase,Thioalkalivibrio sp. ALJ6,748654,506
WP_018141056.1,glycerol kinase,Thioalkalivibrio sp. ALJ7,1158756,506
WP_019627048.1,glycerol kinase,Thioalkalivibrio sp. ALJT,1158146,506
WP_018949414.1,glycerol kinase,Thioalkalivibrio sp. ALMg11,1158165,506
WP_019592653.1,glycerol kinase,Thioalkalivibrio sp. ALRh,1266911,505
WP_018864475.1,glycerol kinase,Thioalkalivibrio sp. ARh3,1158148,505
WP_017926301.1,glycerol kinase,Thioalkalivibrio sp. HL-Eb18,1266913,505
WP_012982854.1,glycerol kinase,Thioalkalivibrio sp. K90mix,396595,505
WP_018506836.1,glycerol kinase,Thiobacillus thioparus,931,495
WP_013104808.1,glycerol kinase,Thiomonas,32012,501
WP_013122316.1,glycerol kinase,Thiomonas intermedia,926,501
WP_018914360.1,glycerol kinase,Thiomonas sp. FB-6,1158291,502
WP_015712354.1,glycerol kinase,Treponema azotonutricium,150829,494
WP_013757563.1,glycerol kinase,Treponema brennaborense,81028,498
WP_013967680.1,glycerol kinase,Treponema caldarium,215591,498
WP_016524572.1,glycerol kinase,Treponema maltophilum,51160,543
WP_016523127.1,glycerol kinase,Treponema medium,58231,497
WP_002698698.1,glycerol kinase,Treponema phagedenis,162,498
WP_010254816.1,glycerol kinase,Treponema primitia,88058,495
WP_015706948.1,glycerol kinase,Treponema primitia,88058,494
WP_009105518.1,glycerol kinase,Treponema sp. JC4,1124982,502
WP_013178983.1,glycerol kinase,Truepera radiovictrix,332249,504
WP_004601344.1,glycerol kinase,Turicella otitidis,29321,509
WP_009606992.1,glycerol kinase,Turicibacter,191303,494
WP_006784352.1,glycerol kinase,Turicibacter sanguinis,154288,494
WP_004613799.1,glycerol kinase,Tyzzerella nexilis,29361,498
WP_018609192.1,glycerol kinase,Uliginosibacterium gangwonense,392736,499
WP_008722736.1,glycerol kinase,unclassified Clostridiales (miscellaneous),39779,498
WP_012748496.1,glycerol kinase,Variovorax paradoxus,34073,497
WP_013540662.1,glycerol kinase,Variovorax paradoxus,34073,499
WP_018905929.1,glycerol kinase,Variovorax paradoxus,34073,497
WP_019656039.1,glycerol kinase,Variovorax paradoxus,34073,499
WP_007831593.1,glycerol kinase,Variovorax sp. CF313,1144315,498
WP_010102776.1,glycerol kinase,Verminephrobacter aporrectodeae,1110389,496
WP_011810074.1,glycerol kinase,Verminephrobacter eiseniae,364317,511
WP_009960321.1,glycerol kinase,Verrucomicrobium spinosum,2736,517
WP_013734273.1,glycerol kinase,Verrucosispora maris,1003110,505
WP_000139387.1,glycerol kinase,Vibrio,662,505
WP_000139392.1,glycerol kinase,Vibrio,662,505
WP_000139396.1,glycerol kinase,Vibrio,662,505
WP_004732235.1,glycerol kinase,Vibrio,662,507
WP_005380193.1,glycerol kinase,Vibrio,662,505
WP_005436582.1,glycerol kinase,Vibrio,662,505
WP_005450894.1,glycerol kinase,Vibrio,662,505
WP_005456578.1,glycerol kinase,Vibrio,662,505
WP_005471471.1,glycerol kinase,Vibrio,662,506
WP_006072280.1,glycerol kinase,Vibrio,662,497
WP_010431785.1,glycerol kinase,Vibrio,662,508
WP_011079696.1,glycerol kinase,Vibrio,662,505
WP_014232826.1,glycerol kinase,Vibrio,662,505
WP_016767362.1,glycerol kinase,Vibrio,662,508
WP_017057823.1,glycerol kinase,Vibrio,662,508
WP_017064019.1,glycerol kinase,Vibrio,662,506
WP_017069710.1,glycerol kinase,Vibrio,662,506
WP_017082581.1,glycerol kinase,Vibrio,662,506
WP_017108454.1,glycerol kinase,Vibrio,662,506
WP_020329237.1,glycerol kinase,Vibrio,662,505
WP_000139397.1,glycerol kinase,Vibrio albensis,140100,505
WP_006877871.1,glycerol kinase,Vibrio brasiliensis,170652,505
WP_017029593.1,glycerol kinase,Vibrio breoganii,553239,505
WP_017032362.1,glycerol kinase,Vibrio breoganii,553239,505
WP_017243064.1,glycerol kinase,Vibrio breoganii,553239,505
WP_005427362.1,glycerol kinase,Vibrio campbellii,680,505
WP_005536117.1,glycerol kinase,Vibrio campbellii,680,505
WP_009602433.1,glycerol kinase,Vibrio caribbeanicus,701175,505
WP_000139393.1,glycerol kinase,Vibrio cholerae,666,505
WP_000139394.1,glycerol kinase,Vibrio cholerae,666,505
WP_000139395.1,glycerol kinase,Vibrio cholerae,666,505
WP_000139398.1,glycerol kinase,Vibrio cholerae,666,505
WP_000139400.1,glycerol kinase,Vibrio cholerae,666,505
WP_000139401.1,glycerol kinase,Vibrio cholerae,666,505
WP_001888032.1,glycerol kinase,Vibrio cholerae,666,505
WP_001961486.1,glycerol kinase,Vibrio cholerae,666,505
WP_006961085.1,glycerol kinase,Vibrio coralliilyticus,190893,504
WP_008215951.1,glycerol kinase,Vibrio crassostreae,246167,506
WP_017060940.1,glycerol kinase,Vibrio crassostreae,246167,506
WP_017066102.1,glycerol kinase,Vibrio crassostreae,246167,506
WP_016784357.1,glycerol kinase,Vibrio cyclitrophicus,47951,508
WP_004726852.1,glycerol kinase,Vibrio furnissii,29494,506
WP_014257455.1,glycerol kinase,Vibrio furnissii,29494,506
WP_017035752.1,glycerol kinase,Vibrio genomosp. F10,723171,505
WP_017051885.1,glycerol kinase,Vibrio genomosp. F6,723172,504
WP_006742415.1,glycerol kinase,Vibrio harveyi group,717610,505
WP_006710619.1,glycerol kinase,Vibrio ichthyoenteri,142461,502
WP_004396681.1,glycerol kinase,Vibrio metschnikovii,28172,506
WP_000139388.1,glycerol kinase,Vibrio mimicus,674,505
WP_000139389.1,glycerol kinase,Vibrio mimicus,674,505
WP_000139390.1,glycerol kinase,Vibrio mimicus,674,505
WP_000139391.1,glycerol kinase,Vibrio mimicus,674,505
WP_005525710.1,glycerol kinase,Vibrio mimicus,674,505
WP_020334319.1,glycerol kinase,Vibrio natriegens,691,505
WP_004408027.1,glycerol kinase,Vibrio nigripulchritudo,28173,506
WP_010319895.1,glycerol kinase,Vibrio ordalii,28174,506
WP_004413044.1,glycerol kinase,Vibrio orientalis,28175,505
WP_015297194.1,glycerol kinase,Vibrio parahaemolyticus,670,505
WP_017026652.1,glycerol kinase,Vibrio rumoiensis,76258,499
WP_005599406.1,glycerol kinase,Vibrio scophthalmi,45658,501
WP_008081291.1,glycerol kinase,Vibrio sinaloensis,379097,505
WP_009843029.1,glycerol kinase,Vibrio sp. AND4,314289,505
WP_009845918.1,glycerol kinase,Vibrio sp. MED222,314290,506
WP_009384384.1,glycerol kinase,Vibrio sp. N418,701176,501
WP_004740379.1,glycerol kinase,Vibrio splendidus,29497,506
WP_017072631.1,glycerol kinase,Vibrio splendidus,29497,508
WP_017089504.1,glycerol kinase,Vibrio splendidus,29497,507
WP_019827051.1,glycerol kinase,Vibrio splendidus,29497,506
WP_012600121.1,glycerol kinase,Vibrio tasmaniensis,212663,507
WP_017108878.1,glycerol kinase,Vibrio tasmaniensis,212663,506
WP_004747901.1,glycerol kinase,Vibrio tubiashii,29498,505
WP_019377227.1,glycerol kinase,Virgibacillus halodenitrificans,1482,498
WP_019377723.1,glycerol kinase,Virgibacillus halodenitrificans,1482,496
WP_010370714.1,glycerol kinase,Weissella,46255,504
WP_009495704.1,glycerol kinase,Weissella ceti,759620,501
WP_009496073.1,glycerol kinase,Weissella ceti,759620,500
WP_009496445.1,glycerol kinase,Weissella ceti,759620,502
WP_010372868.1,glycerol kinase,Weissella cibaria,137591,501
WP_003608782.1,glycerol kinase,Weissella confusa,1583,502
WP_003609049.1,glycerol kinase,Weissella confusa,1583,501
WP_006845536.1,glycerol kinase,Weissella koreensis,165096,500
WP_006845937.1,glycerol kinase,Weissella koreensis,165096,508
WP_013989136.1,glycerol kinase,Weissella koreensis,165096,500
WP_002828491.1,glycerol kinase,Weissella paramesenteroides,1249,501
WP_002828746.1,glycerol kinase,Weissella paramesenteroides,1249,503
WP_008316391.1,glycerol kinase,Wohlfahrtiimonas chitiniclastica,400946,499
WP_018121674.1,glycerol kinase,Wohlfahrtiimonas chitiniclastica,400946,499
WP_003485659.1,glycerol kinase,Xanthomonas,338,499
WP_010377280.1,glycerol kinase,Xanthomonas,338,499
WP_011346063.1,glycerol kinase,Xanthomonas,338,499
WP_011035612.1,glycerol kinase,Xanthomonas campestris,339,499
WP_011269474.1,glycerol kinase,Xanthomonas campestris,339,499
WP_014509304.1,glycerol kinase,Xanthomonas campestris,339,499
WP_019237177.1,glycerol kinase,Xanthomonas campestris,339,499
WP_005912771.1,glycerol kinase,Xanthomonas citri,346,499
WP_007968439.1,glycerol kinase,Xanthomonas citri group,643453,499
WP_002808176.1,glycerol kinase,Xanthomonas fragariae,48664,499
WP_006449583.1,glycerol kinase,Xanthomonas gardneri,90270,499
WP_010342417.1,glycerol kinase,Xanthomonas sacchari,56458,499
WP_017910850.1,glycerol kinase,Xanthomonas sp. SHU 199,1591174,499
WP_003476510.1,glycerol kinase,Xanthomonas translucens,343,499
WP_004426268.1,glycerol kinase,Xanthomonas translucens,343,499
WP_009610050.1,glycerol kinase,Xanthomonas translucens,343,499
WP_010368988.1,glycerol kinase,Xanthomonas vasicola,56459,499
WP_012990536.1,glycerol kinase,Xenorhabdus bovienii,40576,507
WP_010847663.1,glycerol kinase,Xenorhabdus nematophila,628,507
WP_013183162.1,glycerol kinase,Xenorhabdus nematophila,628,507
WP_012877173.1,glycerol kinase,Xylanimonas cellulosilytica,186189,504
WP_004083444.1,glycerol kinase,Xylella fastidiosa,2371,499
WP_004088276.1,glycerol kinase,Xylella fastidiosa,2371,499
WP_020852018.1,glycerol kinase,Xylella fastidiosa,2371,499
WP_031337660.1,glycerol kinase,Xylella fastidiosa,2371,499
WP_002218876.1,glycerol kinase,Yersinia,629,507
WP_005190533.1,glycerol kinase,Yersinia,629,507
WP_005279174.1,glycerol kinase,Yersinia,629,507
WP_004704798.1,glycerol kinase,Yersinia aldovae,29483,507
WP_005163879.1,glycerol kinase,Yersinia enterocolitica,630,507
WP_005175870.1,glycerol kinase,Yersinia enterocolitica,630,507
WP_019080288.1,glycerol kinase,Yersinia enterocolitica,630,507
WP_004710532.1,glycerol kinase,Yersinia frederiksenii,29484,507
WP_004392236.1,glycerol kinase,Yersinia kristensenii,28152,507
WP_002221679.1,glycerol kinase,Yersinia pestis,632,507
WP_002228890.1,glycerol kinase,Yersinia pestis,632,515
